Time (s)	X (km)	Y (km)	Z (km)	vx (km)	vy (km)	vz (km)
3810149.949062698521	-121399408.153374552727	77013288.582103490829	33416319.551307208836	-16.452891889419	-22.726440440751	-9.925379262303
3810149.949094321113	-121399408.153894841671	77013288.581384822726	33416319.550993341953	-16.452891889237	-22.726440440762	-9.925379262315
3810149.949157566763	-121399408.154935419559	77013288.579947471619	33416319.550365604460	-16.452891888874	-22.726440440784	-9.925379262339
3810149.949284058064	-121399408.157016560435	77013288.577072784305	33416319.549110133201	-16.452891888148	-22.726440440828	-9.925379262387
3810149.949537040200	-121399408.161178842187	77013288.571323394775	33416319.546599186957	-16.452891886696	-22.726440440917	-9.925379262484
3810149.950043004472	-121399408.169503420591	77013288.559824630618	33416319.541577298194	-16.452891883792	-22.726440441094	-9.925379262676
3810149.951054933481	-121399408.186152577400	77013288.536827087402	33416319.531533520669	-16.452891877985	-22.726440441448	-9.925379263062
3810149.953078791033	-121399408.219450891018	77013288.490832000971	33416319.511445965618	-16.452891866369	-22.726440442156	-9.925379263833
3810149.957126506604	-121399408.286047518253	77013288.398841843009	33416319.471270855516	-16.452891843138	-22.726440443571	-9.925379265376
3810149.965221937280	-121399408.419240772724	77013288.214861512184	33416319.390920635313	-16.452891796676	-22.726440446403	-9.925379268462
3810149.981412799098	-121399408.685627266765	77013287.846900865436	33416319.230220191181	-16.452891703752	-22.726440452066	-9.925379274633
3810150.013794522267	-121399409.218400254846	77013287.110979557037	33416318.908819306642	-16.452891517903	-22.726440463391	-9.925379286975
3810150.078557968605	-121399410.283946201205	77013285.639136940241	33416318.266017533839	-16.452891146206	-22.726440486042	-9.925379311659
3810150.208084861748	-121399412.415038019419	77013282.695451706648	33416316.980413988233	-16.452890402812	-22.726440531345	-9.925379361028
3810150.467138647567	-121399416.677221372724	77013276.808081239462	33416314.409206874669	-16.452888916024	-22.726440621949	-9.925379459765
3810150.985246219207	-121399425.201586931944	77013265.033340230584	33416309.266792573035	-16.452885942450	-22.726440803157	-9.925379657238
3810152.021461362951	-121399442.250313416123	77013241.483857914805	33416298.981963660568	-16.452879995308	-22.726441165570	-9.925380052184
3810154.093891650438	-121399476.347747907043	77013194.384892165661	33416278.412304610014	-16.452868101048	-22.726441890388	-9.925380842069
