Time (s)	X (km)	Y (km)	Z (km)	vx (km)	vy (km)	vz (km)
1704205.474865930853	-74473698.146429404616	116120594.699687689543	50346128.903135351837	-25.208155917759	-13.426362089882	-5.931213070010
1704205.482961361762	-74473698.350500285625	116120594.590995505452	50346128.855119623244	-25.208155905565	-13.426362109169	-5.931213078499
1704205.499152223347	-74473698.758642047644	116120594.373611137271	50346128.759088173509	-25.208155881179	-13.426362147743	-5.931213095476
1704205.531533946516	-74473699.574925571680	116120593.938842386007	50346128.567025274038	-25.208155832406	-13.426362224891	-5.931213129432
1704205.596297393087	-74473701.207492619753	116120593.069304883480	50346128.182899467647	-25.208155734861	-13.426362379186	-5.931213197343
1704205.725824285997	-74473704.472626700997	116120591.330229863524	50346127.414647839963	-25.208155539770	-13.426362687778	-5.931213333166
1704205.984878071817	-74473711.002894774079	116120587.852079704404	50346125.878144532442	-25.208155149588	-13.426363304962	-5.931213604812
1704206.502985643689	-74473724.063430622220	116120580.895778894424	50346122.805137716234	-25.208154369226	-13.426364539330	-5.931214148103
1704207.539200787432	-74473750.184501111507	116120566.983175352216	50346116.659123234451	-25.208152808507	-13.426367008070	-5.931215234686
1704209.611631074687	-74473802.426637247205	116120539.157960593700	50346104.367090888321	-25.208149687092	-13.426371945566	-5.931217407855
1704213.756491649430	-74473906.910890102386	116120483.507500395179	50346079.783012688160	-25.208143444351	-13.426381820615	-5.931221754207
